species_en,species_scientific,species_de
White-faced Ground-Sparrow,Melozone biarcuata,Brillengrundammer
Cabanis's Ground-Sparrow,Melozone cabanisi,Rotohr-Grundammer
California Towhee,Melozone crissalis,Kaliforniengrundammer
Canyon Towhee,Melozone fusca,Braunrücken-Grundammer
Rusty-crowned Ground-Sparrow,Melozone kieneri,Rostnacken-Grundammer
White-eared Ground-Sparrow,Melozone leucotis,Weißohr-Grundammer
Albert's Lyrebird,Menura alberti,Braunrücken-Leierschwanz
Superb Lyrebird,Menura novaehollandiae,Graurücken-Leierschwanz
Smew,Mergellus albellus,Zwergsäger
Common Merganser,Mergus merganser,Gänsesäger
Red-breasted Merganser,Mergus serrator,Mittelsäger
White-throated Bee-eater,Merops albicollis,Weißkehlspint
European Bee-eater,Merops apiaster,Bienenfresser
White-fronted Bee-eater,Merops bullockoides,Weißstirnspint
Red-throated Bee-eater,Merops bulocki,Rotkehlspint
Swallow-tailed Bee-eater,Merops hirundineus,Schwalbenschwanzspint
Chestnut-headed Bee-eater,Merops leschenaulti,Braunkopfspint
Cinnamon-chested Bee-eater,Merops oreobates,Bergspint
Green Bee-eater,Merops orientalis,Bronzescheitel-Smaragdspint
Rainbow Bee-eater,Merops ornatus,Regenbogenspint
Blue-cheeked Bee-eater,Merops persicus,Blauwangenspint
Blue-tailed Bee-eater,Merops philippinus,Blauschwanzspint
Little Bee-eater,Merops pusillus,Zwergspint
Madagascar Bee-eater,Merops superciliosus,Madagaskarspint
Blue-breasted Bee-eater,Merops variegatus,Blaubrustspint
Blue-throated Bee-eater,Merops viridis,Malaienspint
Slaty Bristlefront,Merulaxis ater,Braunbauchtapaculo
Green Ibis,Mesembrinibis cayennensis,Grünibis
Brown Mesite,Mesitornis unicolor,Einfarb-Stelzenralle
White-breasted Mesite,Mesitornis variegatus,Weißbrust-Stelzenralle
Tyrian Metaltail,Metallura tyrianthina,Smaragdkehl-Glanzschwänzchen
Viridian Metaltail,Metallura williami,Grünglanzschwänzchen
Bronze-winged Jacana,Metopidius indicus,Bronzeblatthühnchen
Orange-fronted Plushcrown,Metopothrix aurantiaca,Orangestirn-Bündelnister
Black-winged Ground Dove,Metriopelia melanoptera,Weißbugtäubchen
Buckley's Forest-Falcon,Micrastur buckleyi,Vierbinden-Waldfalke
Lined Forest-Falcon,Micrastur gilvicollis,Zweibinden-Waldfalke
Cryptic Forest-Falcon,Micrastur mintoni,Mintonwaldfalke
Slaty-backed Forest-Falcon,Micrastur mirandollei,Graurücken-Waldfalke
Barred Forest-Falcon,Micrastur ruficollis,Sperberwaldfalke
Collared Forest-Falcon,Micrastur semitorquatus,Kappenwaldfalke
Elf Owl,Micrathene whitneyi,Elfenkauz
Tawny-faced Gnatwren,Microbates cinereiventris,Graubauch-Degenschnäbler
Collared Gnatwren,Microbates collaris,Halsband-Degenschnäbler
Little Cormorant,Microcarbo niger,Kleinscharbe
Greater Angle-wing,Microcentrum rhombifolium,Greater Angle-wing
Wing-banded Wren,Microcerculus bambla,Weißbinden-Zaunkönig
Scaly-breasted Wren,Microcerculus marginatus,Schuppenbrust-Zaunkönig
Nightingale Wren,Microcerculus philomela,Nachtigallzaunkönig
Flutist Wren,Microcerculus ustulatus,Flötenzaunkönig
Jacky-winter,Microeca fascinans,Weißschwanzschnäpper
Lemon-bellied Flycatcher,Microeca flavigaster,Limonenbauchschnäpper
Black-thighed Falconet,Microhierax fringillarius,Finkenfälkchen
Lanceolated Monklet,Micromonacha lanceolata,Streifenfaulvogel
Gabar Goshawk,Micronisus gabar,Gabarhabicht
Finsch's Pygmy-Parrot,Micropsitta finschii,Salomonenspechtpapagei
Rufous Woodpecker,Micropternus brachyurus,Rötelspecht
Ocellated Crake,Micropygia schomburgkii,Augenfleckenralle
Dot-winged Antwren,Microrhopias quixensis,Tropfenflügel-Ameisenfänger
Gray-throated Warbling Finch,Microspingus cabanisi,Graubrust-Finkentangare
Rusty-browed Warbling Finch,Microspingus erythrophrys,Rostbrauen-Finkentangare
Buff-throated Warbling Finch,Microspingus lateralis,Rotbürzel-Finkentangare
Black-capped Warbling Finch,Microspingus melanoleucus,Schwarzwangen-Finkentangare
Ringed Warbling Finch,Microspingus torquatus,Bandfinkentangare
Rufous-tailed Xenops,Microxenops milleri,Rotschwanz-Baumspäher
Yellow-headed Caracara,Milvago chimachima,Yellow-headed Caracara
Chimango Caracara,Milvago chimango,Chimango Caracara
Black Kite,Milvus migrans,Schwarzmilan
Red Kite,Milvus milvus,Rotmilan
Brown-backed Mockingbird,Mimus dorsalis,Braunrücken-Spottdrossel
Tropical Mockingbird,Mimus gilvus,Tropenspottdrossel
Bahama Mockingbird,Mimus gundlachii,Gundlachspottdrossel
Long-tailed Mockingbird,Mimus longicaudatus,Langschwanz-Spottdrossel
Patagonian Mockingbird,Mimus patagonicus,Patagonienspottdrossel
Northern Mockingbird,Mimus polyglottos,Gartenspottdrossel
Chalk-browed Mockingbird,Mimus saturninus,Camposspottdrossel
Chilean Mockingbird,Mimus thenca,Chilespottdrossel
White-banded Mockingbird,Mimus triurus,Weißbinden-Spottdrossel
Red-tailed Minla,Minla ignotincta,Rotschwanzminla
Yellow-faced Myna,Mino dumontii,Papuaatzel
Long-tailed Myna,Mino kreffti,Bismarckatzel
Miogryllus saussurei,Miogryllus saussurei,Miogryllus saussurei
McConnell's Flycatcher,Mionectes macconnelli,Schwarzschnabel-Pipratyrann
Ochre-bellied Flycatcher,Mionectes oleagineus,Ockerbauch-Pipratyrann
Olive-striped Flycatcher,Mionectes olivaceus,Olivkopf-Pipratyrann
Gray-hooded Flycatcher,Mionectes rufiventris,Graukopf-Pipratyrann
Streak-necked Flycatcher,Mionectes striaticollis,Graukappen-Pipratyrann
Jerdon's Bushlark,Mirafra affinis,Jerdonlerche
Rufous-naped Lark,Mirafra africana,Kurzhaubenlerche
Cape Clapper Lark,Mirafra apiata,Grasklapperlerche
Bengal Bushlark,Mirafra assamica,Bengalenlerche
Singing Bushlark,Mirafra cantillans,Singing Bushlark
Latakoo Lark,Mirafra cheniana,Spottlerche
Indochinese Bushlark,Mirafra erythrocephala,Indochinalerche
Indian Bushlark,Mirafra erythroptera,Rotflügellerche
Eastern Clapper Lark,Mirafra fasciolata,Ostklapperlerche
Australasian Bushlark,Mirafra javanica,Horsfieldlerche
Monotonous Lark,Mirafra passerina,Sperlingslerche
Flappet Lark,Mirafra rufocinnamomea,Baumklapperlerche
Tufted Flycatcher,Mitrephanes phaeocercus,Gelbbauch-Schnäppertyrann
Dusky-faced Tanager,Mitrospingus cassinii,Rußgesicht-Stärlingstangare
Olive-backed Tanager,Mitrospingus oleagineus,Olivmantel-Stärlingstangare
Salvin's Curassow,Mitu salvini,Salvinhokko
Crestless Curassow,Mitu tomentosum,Samthokko
Razor-billed Curassow,Mitu tuberosum,Amazonashokko
Bold-striped Tit-Babbler,Mixornis bornensis,Fleckenmeisentimalie
Gray-cheeked Tit-Babbler,Mixornis flavicollis,Grauwangen-Meisentimalie
Pin-striped Tit-Babbler,Mixornis gularis,Strichelmeisentimalie
Gray-faced Tit-Babbler,Mixornis kelleyi,Graugesicht-Meisentimalie
Black-and-white Warbler,Mniotilta varia,Kletterwaldsänger
Spot-throat,Modulatrix stictigula,Fleckenkehlsopranist
Whitehead,Mohoua albicilla,Weißköpfchen
Pipipi,Mohoua novaeseelandiae,Braunköpfchen
Yellowhead,Mohoua ochrocephala,Gelbköpfchen
Bronzed Cowbird,Molothrus aeneus,Rotaugen-Kuhstärling
Brown-headed Cowbird,Molothrus ater,Braunkopf-Kuhstärling
Shiny Cowbird,Molothrus bonariensis,Seidenkuhstärling
Giant Cowbird,Molothrus oryzivorus,Riesenkuhstärling
Screaming Cowbird,Molothrus rufoaxillaris,Rotachsel-Kuhstärling
Andean Motmot,Momotus aequatorialis,Hochlandmotmot
Blue-capped Motmot,Momotus coeruliceps,Blauscheitelmotmot
Lesson's Motmot,Momotus lessonii,Diademmotmot
Russet-crowned Motmot,Momotus mexicanus,Braunscheitelmotmot
Amazonian Motmot,Momotus momota,Amazonasmotmot
Whooping Motmot,Momotus subrufescens,Rötelbauchmotmot
Chestnut-bellied Monarch,Monarcha castaneiventris,Schwarzrückenmonarch
Black-winged Monarch,Monarcha frater,Schwarzflügelmonarch
Black-faced Monarch,Monarcha melanopsis,Maskenmonarch
White-capped Monarch,Monarcha richardsii,Kappenmonarch
Black Nunbird,Monasa atra,Weißschulter-Faulvogel
Yellow-billed Nunbird,Monasa flavirostris,Gelbschnabel-Faulvogel
White-fronted Nunbird,Monasa morphoeus,Weißstirn-Faulvogel
Black-fronted Nunbird,Monasa nigrifrons,Schwarzstirn-Faulvogel
Palani Laughingthrush,Montecincla fairbanki,Flötenhäherling
Blue-capped Rock-Thrush,Monticola cinclorhyncha,Blaukopfrötel
White-throated Rock-Thrush,Monticola gularis,Amurrötel
Chestnut-bellied Rock-Thrush,Monticola rufiventris,Kastanienbauchrötel
Cape Rock-Thrush,Monticola rupestris,Klippenrötel
Rufous-tailed Rock-Thrush,Monticola saxatilis,Steinrötel
Forest Rock-Thrush,Monticola sharpei,Madagaskarrötel
Blue Rock-Thrush,Monticola solitarius,Blaumerle
Blanford's Snowfinch,Montifringilla blanfordi,Blanforderdsperling
White-winged Snowfinch,Montifringilla nivalis,Schneesperling
White-rumped Snowfinch,Montifringilla taczanowskii,Weißbürzel-Erdsperling
Lesser Ground-Cuckoo,Morococcyx erythropygus,Drosselkuckuck
Barred Hawk,Morphnarchus princeps,Prinzenbussard
Crested Eagle,Morphnus guianensis,Würgadler
Northern Gannet,Morus bassanus,Basstölpel
African Pied Wagtail,Motacilla aguimp,Witwenstelze
White Wagtail,Motacilla alba,Bachstelze
Cape Wagtail,Motacilla capensis,Kapstelze
Gray Wagtail,Motacilla cinerea,Gebirgsstelze
Citrine Wagtail,Motacilla citreola,Zitronenstelze
Mountain Wagtail,Motacilla clara,Langschwanzstelze
Western Yellow Wagtail,Motacilla flava,Schafstelze
Madagascar Wagtail,Motacilla flaviventris,Madagaskarstelze
Japanese Wagtail,Motacilla grandis,Japanstelze
White-browed Wagtail,Motacilla maderaspatensis,Weißbrauenstelze
Eastern Yellow Wagtail,Motacilla tschutschensis,Tschuktschenstelze
Ashy Woodpecker,Mulleripicus fulvus,Celebesspecht
Great Slaty Woodpecker,Mulleripicus pulverulentus,Puderspecht
African Dusky Flycatcher,Muscicapa adusta,Dunkelschnäpper
Swamp Flycatcher,Muscicapa aquatica,Sumpfschnäpper
Asian Brown Flycatcher,Muscicapa dauurica,Braunschnäpper
Ferruginous Flycatcher,Muscicapa ferruginea,Rostschnäpper
Gray-streaked Flycatcher,Muscicapa griseisticta,Strichelschnäpper
Brown-breasted Flycatcher,Muscicapa muttui,Bambusschnäpper
Dark-sided Flycatcher,Muscicapa sibirica,Rußschnäpper
Spotted Flycatcher,Muscicapa striata,Grauschnäpper
Brown-streaked Flycatcher,Muscicapa williamsoni,Williamsonschnäpper
Short-tailed Field Tyrant,Muscigralla brevicauda,Stummelschwanztyrann
Shear-tailed Gray Tyrant,Muscipipra vetula,Kerbschwanztyrann
White-browed Ground-Tyrant,Muscisaxicola albilora,Rostkappen-Grundtyrann
Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,Schnabelfleck-Grundtyrann
Ross's Turaco,Musophaga rossae,Rossturako
Ash-throated Crake,Mustelirallus albicollis,Weißkehl-Sumpfhuhn
Paint-billed Crake,Mustelirallus erythrops,Goldschnabel-Sumpfhuhn
Varied Solitaire,Myadestes coloratus,Buntklarino
Cuban Solitaire,Myadestes elisabeth,Kubaklarino
Rufous-throated Solitaire,Myadestes genibarbis,Bartklarino
Black-faced Solitaire,Myadestes melanops,Maskenklarino
Omao,Myadestes obscurus,Hawaiiklarino
Brown-backed Solitaire,Myadestes occidentalis,Braunrückenklarino
Puaiohi,Myadestes palmeri,Palmerklarino
Andean Solitaire,Myadestes ralloides,Andenklarino
Townsend's Solitaire,Myadestes townsendi,Townsendklarino
Slate-colored Solitaire,Myadestes unicolor,Schieferklarino
Collared Grosbeak,Mycerobas affinis,Gelbschenkel-Kernbeißer
White-winged Grosbeak,Mycerobas carnipes,Wacholderkernbeißer
Black-and-yellow Grosbeak,Mycerobas icterioides,Goldkernbeißer
Wood Stork,Mycteria americana,Waldstorch
Painted Stork,Mycteria leucocephala,Buntstorch
Shining Flycatcher,Myiagra alecto,Glanzmonarch
Melanesian Flycatcher,Myiagra caledonica,Pazifikmonarch
Satin Flycatcher,Myiagra cyanoleuca,Seidenmonarch
Steel-blue Flycatcher,Myiagra ferrocyanea,Erzmonarch
Moluccan Flycatcher,Myiagra galeata,Molukkenmonarch
Restless Flycatcher,Myiagra inquieta,Weißkehlmonarch
Paperbark Flycatcher,Myiagra nana,Teebaummonarch
Leaden Flycatcher,Myiagra rubecula,Silbermonarch
Broad-billed Flycatcher,Myiagra ruficollis,Breitschnabelmonarch
Vanikoro Flycatcher,Myiagra vanikorensis,Rotbauchmonarch
Puerto Rican Flycatcher,Myiarchus antillarum,Puerto-Rico-Schopftyrann
Apical Flycatcher,Myiarchus apicalis,Kolumbienschopftyrann
Sad Flycatcher,Myiarchus barbirostris,Jamaikaschopftyrann
Pale-edged Flycatcher,Myiarchus cephalotes,Andenschopftyrann
Ash-throated Flycatcher,Myiarchus cinerascens,Kalifornienschopftyrann
Great Crested Flycatcher,Myiarchus crinitus,Gelbbauch-Schopftyrann
Short-crested Flycatcher,Myiarchus ferox,Kurzschopftyrann
Nutting's Flycatcher,Myiarchus nuttingi,Braunwangen-Schopftyrann
Panama Flycatcher,Myiarchus panamensis,Panamaschopftyrann
Sooty-crowned Flycatcher,Myiarchus phaeocephalus,Rußkappen-Schopftyrann
La Sagra's Flycatcher,Myiarchus sagrae,Kubaschopftyrann
Stolid Flycatcher,Myiarchus stolidus,Haitischopftyrann
Swainson's Flycatcher,Myiarchus swainsoni,Swainsonschopftyrann
Dusky-capped Flycatcher,Myiarchus tuberculifer,Schwarzkappen-Schopftyrann
Brown-crested Flycatcher,Myiarchus tyrannulus,Braunschopftyrann
Venezuelan Flycatcher,Myiarchus venezuelensis,Venezuelaschopftyrann
Yucatan Flycatcher,Myiarchus yucatanensis,Yucatánschopftyrann
Black-tailed Flycatcher,Myiobius atricaudus,Schwarzschwanzbekarde
Whiskered Flycatcher,Myiobius barbatus,Gelbbauchbekarde
Sulphur-rumped Flycatcher,Myiobius sulphureipygius,Schwefelbürzelbekarde
White-fronted Redstart,Myioborus albifrons,Weißstirn-Waldsänger
Brown-capped Redstart,Myioborus brunniceps,Braunkappen-Waldsänger
Tepui Redstart,Myioborus castaneocapilla,Tepuiwaldsänger
Yellow-crowned Redstart,Myioborus flavivertex,Gelbkronen-Waldsänger
Spectacled Redstart,Myioborus melanocephalus,Brillenwaldsänger
Slate-throated Redstart,Myioborus miniatus,Larvenwaldsänger
Golden-fronted Redstart,Myioborus ornatus,Schwarzohr-Waldsänger
Painted Redstart,Myioborus pictus,Rotbrust-Waldsänger
Collared Redstart,Myioborus torquatus,Halsband-Waldsänger
Baird's Flycatcher,Myiodynastes bairdii,Rostflügel-Maskentyrann
Golden-crowned Flycatcher,Myiodynastes chrysocephalus,Andenmaskentyrann
Golden-bellied Flycatcher,Myiodynastes hemichrysus,Braunbart-Maskentyrann
Sulphur-bellied Flycatcher,Myiodynastes luteiventris,Nord-Fleckenmaskentyrann
Streaked Flycatcher,Myiodynastes maculatus,Süd-Fleckenmaskentyrann
White-tailed Robin,Myiomela leucura,Schattenschmätzer
Gray Elaenia,Myiopagis caniceps,Grauolivtyrann
Yellow-crowned Elaenia,Myiopagis flavivertex,Goldscheitel-Olivtyrann
Forest Elaenia,Myiopagis gaimardii,Weißscheitel-Olivtyrann
Foothill Elaenia,Myiopagis olallai,Vorgebirgs-Olivtyrann
Pacific Elaenia,Myiopagis subplacens,Weißbrauen-Olivtyrann
Greenish Elaenia,Myiopagis viridicata,Grünolivtyrann
Olive-chested Flycatcher,Myiophobus cryptoxanthus,Grauflecken-Schnäppertyrann
Bran-colored Flycatcher,Myiophobus fasciatus,Rostschnäppertyrann
Flavescent Flycatcher,Myiophobus flavicans,Gelbzügel-Schnäppertyrann
Orange-crested Flycatcher,Myiophobus phoenicomitra,Olivrücken-Schnäppertyrann
Monk Parakeet,Myiopsitta monachus,Mönchssittich
White-bellied Pygmy-Tyrant,Myiornis albiventris,Weißbauch-Zwergtyrann
Black-capped Pygmy-Tyrant,Myiornis atricapillus,Schwarzkappen-Zwergtyrann
Eared Pygmy-Tyrant,Myiornis auricularis,Ohrfleck-Zwergtyrann
Short-tailed Pygmy-Tyrant,Myiornis ecaudatus,Stummelschwanz-Zwergtyrann
Smoky Bush-Tyrant,Myiotheretes fumigatus,Rußbuschtyrann
Rufous-bellied Bush-Tyrant,Myiotheretes fuscorufus,Rostbinden-Buschtyrann
Santa Marta Bush-Tyrant,Myiotheretes pernix,Santa-Marta-Buschtyrann
Streak-throated Bush-Tyrant,Myiotheretes striaticollis,Streifenkehl-Buschtyrann
Santa Marta Warbler,Myiothlypis basilica,Santa-Marta-Waldsänger
Two-banded Warbler,Myiothlypis bivittata,Bindenwaldsänger
Golden-bellied Warbler,Myiothlypis chrysogaster,Goldbauch-Waldsänger
Gray-throated Warbler,Myiothlypis cinereicollis,Graukehl-Waldsänger
White-lored Warbler,Myiothlypis conspicillata,Weißzügel-Waldsänger
Russet-crowned Warbler,Myiothlypis coronata,Goldscheitel-Waldsänger
Flavescent Warbler,Myiothlypis flaveola,Gilbwaldsänger
Gray-and-gold Warbler,Myiothlypis fraseri,Feenwaldsänger
Buff-rumped Warbler,Myiothlypis fulvicauda,Schmätzerwaldsänger
White-browed Warbler,Myiothlypis leucoblephara,Olivflanken-Waldsänger
White-striped Warbler,Myiothlypis leucophrys,Goldflanken-Waldsänger
Citrine Warbler,Myiothlypis luteoviridis,Bonapartewaldsänger
Black-crested Warbler,Myiothlypis nigrocristata,Schwarzscheitel-Waldsänger
Riverbank Warbler,Myiothlypis rivularis,Flusswaldsänger
Pale-legged Warbler,Myiothlypis signata,Bergbach-Waldsänger
Ornate Flycatcher,Myiotriccus ornatus,Schmucktyrann
Rusty-margined Flycatcher,Myiozetetes cayanensis,Rostschwingen-Maskentyrann
Gray-capped Flycatcher,Myiozetetes granadensis,Graukappen-Maskentyrann
Dusky-chested Flycatcher,Myiozetetes luteiventris,Strichelbrust-Maskentyrann
Social Flycatcher,Myiozetetes similis,Rotscheitel-Maskentyrann
Blue Whistling-Thrush,Myophonus caeruleus,Purpurpfeifdrossel
Malabar Whistling-Thrush,Myophonus horsfieldii,Malabarpfeifdrossel
Taiwan Whistling-Thrush,Myophonus insularis,Taiwanpfeifdrossel
Shiny Whistling-Thrush,Myophonus melanurus,Glanzpfeifdrossel
Ash-colored Tapaculo,Myornis senilis,Aschgrautapaculo
White-bellied Antbird,Myrmeciza longipes,Grauband-Ameisenvogel
Northern Anteater-Chat,Myrmecocichla aethiops,Rußschmätzer
Arnot's Chat,Myrmecocichla arnotti,Arnotschmätzer
Southern Anteater-Chat,Myrmecocichla formicivora,Termitenschmätzer
Mountain Wheatear,Myrmecocichla monticola,Bergschmätzer
Sooty Chat,Myrmecocichla nigra,Hadesschmätzer
Humaita Antbird,Myrmelastes humaythae,Olivscheitel-Ameisenvogel
Plumbeous Antbird,Myrmelastes hyperythrus,Bleigrau-Ameisenvogel
Spot-winged Antbird,Myrmelastes leucostigma,Dreibinden-Ameisenvogel
Rufous-faced Antbird,Myrmelastes rufifacies,Grauwangen-Ameisenvogel
Slate-colored Antbird,Myrmelastes schistaceus,Schwarzschnabel-Ameisenvogel
White-browed Antbird,Myrmoborus leucophrys,Weißstirn-Ameisenschnäpper
White-lined Antbird,Myrmoborus lophotes,Schwarzschopf-Ameisenvogel
Ash-breasted Antbird,Myrmoborus lugubris,Várzeaameisenschnäpper
Black-tailed Antbird,Myrmoborus melanurus,Schwarzkopf-Ameisenschnäpper
Black-faced Antbird,Myrmoborus myotherinus,Schmalbrauen-Ameisenschnäpper
Black-and-white Antbird,Myrmochanes hemileucus,Flussufer-Ameisenvogel
Ferruginous-backed Antbird,Myrmoderus ferrugineus,Weißband-Ameisenvogel
White-bibbed Antbird,Myrmoderus loricatus,Schmuckbrust-Ameisenvogel
Scalloped Antbird,Myrmoderus ruficauda,Schwarzgesicht-Ameisenvogel
Squamate Antbird,Myrmoderus squamosus,Schwarzkehl-Ameisenvogel
Black-throated Antbird,Myrmophylax atrothorax,Braunscheitel-Ameisenvogel
Stripe-backed Antbird,Myrmorchilus strigilatus,Strichelrücken-Ameisenfänger
Wing-banded Antbird,Myrmornis torquata,Stummelschwanz-Ameisenvogel
Amazonian Antpitta,Myrmothera berlepschi,Olivmantel-Ameisenpitta
Thrush-like Antpitta,Myrmothera campanisona,Strichelbrust-Ameisenpitta
Thicket Antpitta,Myrmothera dives,Orangeflanken-Ameisenpitta
White-lored Antpitta,Myrmothera fulviventris,Weißwangen-Ameisenpitta
Tepui Antpitta,Myrmothera simplex,Olivbauch-Ameisenpitta
Tapajos Antpitta,Myrmothera subcanescens,Tapajósameisenpitta
Yellow-throated Antwren,Myrmotherula ambigua,Gelbkehl-Ameisenschlüpfer
Leaden Antwren,Myrmotherula assimilis,Várzeaameisenschlüpfer
White-flanked Antwren,Myrmotherula axillaris,Weißflanken-Ameisenschlüpfer
Pygmy Antwren,Myrmotherula brachyura,Weißkehl-Ameisenschlüpfer
Cherrie's Antwren,Myrmotherula cherriei,Weißstreifen-Ameisenschlüpfer
Moustached Antwren,Myrmotherula ignota,Kurzschwanz-Ameisenschlüpfer
Ihering's Antwren,Myrmotherula iheringi,Iheringameisenschlüpfer
Klages's Antwren,Myrmotherula klagesi,Rio-Negro-Ameisenschlüpfer
Stripe-chested Antwren,Myrmotherula longicauda,Weißbauch-Ameisenschlüpfer
Long-winged Antwren,Myrmotherula longipennis,Silberameisenschlüpfer
Gray Antwren,Myrmotherula menetriesii,Grauameisenschlüpfer
Salvadori's Antwren,Myrmotherula minor,Salvadoriameisenschlüpfer
Amazonian Streaked-Antwren,Myrmotherula multostriata,Amazonien-Strichelameisenschlüpfer
Pacific Antwren,Myrmotherula pacifica,Chocó-Strichelameisenschlüpfer
Slaty Antwren,Myrmotherula schisticolor,Hochland-Ameisenschlüpfer
Sclater's Antwren,Myrmotherula sclateri,Gelbstreifen-Ameisenschlüpfer
Guianan Streaked-Antwren,Myrmotherula surinamensis,Guayana-Strichelameisenschlüpfer
Unicolored Antwren,Myrmotherula unicolor,Paranáameisenschlüpfer
Band-tailed Antwren,Myrmotherula urosticta,Schwarzbinden-Ameisenschlüpfer
Purple-collared Woodstar,Myrtis fanny,Türkiskehlelfe
Crossley's Vanga,Mystacornis crossleyi,Weißbartvanga
White-eared Myza,Myza sarasinorum,Strichelbauch-Honigfresser
Cardinal Myzomela,Myzomela cardinalis,Kardinalhonigfresser
Red-headed Myzomela,Myzomela erythrocephala,Rotkopf-Honigfresser
Dusky Myzomela,Myzomela obscura,Queensland-Honigfresser
